nama_penulis,rating,teks_ulasan,waktu,likes,sentimen_label
Zaenul Muto'i,5.0,andalan buat yang butuh laptop/pc,2 years ago,0,Netral
Dracboi,5.0,sakjose,9 months ago,0,Netral
062_Irham Lukman,5.0,Laptop berkualitas,2 years ago,0,Netral
Segawon Segawon,5.0,aku sih yess,2 years ago,0,Netral
Dimas Bayu,5.0,Keren lengkap seri nya,2 years ago,0,Netral
Melkhy Sensi,5.0,Mantap 👍🏻,a year ago,0,Positif
Akhy Putra,5.0,Memuaskan,a year ago,0,Positif
BRO YEI,5.0,Mantap 👍,a year ago,0,Positif
Septiana Sabila Hasna,5.0,Mantap! Lengkap! Murah!,3 years ago,0,Positif
Game Account,5.0,"Lengkap, murah",2 years ago,0,Netral
luthfia safirani renaningtyas,5.0,pelayanan sangat baik,2 years ago,0,Positif
 Febrian Dwi Purnama,5.0,Rekomendasi Laptop 2nd paling mantap,3 years ago,0,Positif
ahmad khanif ali wafa,5.0,Tempat beli laptop teroke,a year ago,0,Netral
TSM Vilan,5.0,Pelayanan cepat dan Ramah,3 years ago,0,Positif
Good_Yoci,5.0,Sangat bagus lengkap,a year ago,0,Positif
Moh Yudi Mahardika 186,5.0,Terbaik,a year ago,0,Positif
Bagus Muhammad Firdaus,5.0,Mantappp 👍,3 years ago,0,Netral
Fathul Manan,5.0,Pelayan bagus,2 years ago,0,Positif
Aisa k. dela,5.0,laptop second garansi recommended,3 years ago,0,Netral
Rifqi Muammar Hanif,5.0,Jual laptop well 👍🏽,a year ago,0,Netral
Arma Rizki,5.0,"Mantab, kualitas joss",3 years ago,0,Netral
Miccele Rossy Nugroho,5.0,harga sangat terjangkau,3 years ago,0,Netral
Ezra Victorio,5.0,,7 months ago,0,Netral
Angga Febi,4.0,Solusi laptop 2nd rasa baru,4 years ago,0,Netral
maulana ashari,4.0,Mantapsss...,a year ago,0,Netral
Dina Damayanti,4.0,Bagus bagus barangnya,2 years ago,0,Positif
ifham hakim,4.0,Laptop second tapi mulus bener,2 years ago,0,Positif
yusuf aja,4.0,toko bagus,2 years ago,0,Positif
Anton Baihaqi,4.0,Sangat recomended 👍🏻👍🏻,a year ago,0,Netral
Adien Naufal A.N.,4.0,masnya baguss,3 years ago,0,Netral
Endang Yuliningsih,4.0,Mantap betul,2 years ago,0,Positif
Vivo,4.0,Mantap,a year ago,0,Positif
Arjuna Nugraha,4.0,tempat yang keren dan estetik,a year ago,0,Netral
Rizal Faiz,4.0,sangatt okee 👍👍👍,a year ago,0,Netral
Azmi Azzam,4.0,sangat ramahh dan mantap,3 years ago,0,Positif
Siraj Arkhan,4.0,sangat sesuai expectation,3 years ago,0,Positif
Ali Nur Sya'Ban,4.0,Bagusss,a year ago,0,Netral
bayu Sajiwo,4.0,Memuaskan,3 years ago,0,Positif
Zidane AhmadArrafi,4.0,Bintang 5 masse,3 years ago,0,Netral
Diajeng Adelini,4.0,Bagus polllllll 🙏🏻🙏🏻,2 years ago,0,Positif
Ahmad Syarifudin,4.0,Terbaik👍,3 years ago,0,Positif
Enok Dana,4.0,👍👍👍👍,a year ago,0,Netral
Nandoo,4.0,Mantap!!,2 years ago,0,Positif
hesti mahanani,4.0,Oke,a year ago,0,Positif
Kadari Ari,4.0,👍👍👍,2 years ago,0,Netral
Yusuf Abdurahman,5.0,Mantapsss,3 years ago,0,Netral
Niko Riza22,5.0,oke,a year ago,0,Positif
NOFACE_911,5.0,MANTAP PELAYANAN BAGUS,a year ago,0,Positif
Regita Rifaningtyas,5.0,mantabb 💗💗💗,7 months ago,0,Netral
Caldera Abel Fida Haryanta,5.0,Mantap,a year ago,0,Positif
Fadhli Addifa,5.0,mantap sat set,3 years ago,0,Positif
1835_ Surya Abimartito Rachmat Anansyah,5.0,Sangatt baikkk,2 years ago,0,Netral
wisnu sabdana,5.0,terbaik,3 years ago,0,Positif
Best Nadya,5.0,Mantap!,2 years ago,0,Positif
Muhammad Irfal,5.0,Banyak bonus nya ☺️☺️☺️,2 years ago,0,Netral
Avi Pransiska,5.0,mantap mas,2 years ago,0,Positif
Fardhan Ardi Wibowo,5.0,Mantap maszeh,3 years ago,0,Positif
Alvin Mumtaz,5.0,mantapp,a year ago,0,Netral
adit syahbani,5.0,baguss,a year ago,0,Netral
muhamad thomy,5.0,Gampang di cari,3 years ago,0,Netral
ksatria pramudya,5.0,Mantap jaya,3 years ago,0,Positif
Ali Ramdani,5.0,👍👍👍👍,2 years ago,0,Netral
Fitri Ani,5.0,Mantabb👍🏻👍🏻,a year ago,0,Netral
Fikri Barka,5.0,Mantab bgt,3 years ago,0,Netral
Gilang Permadhi Sukamto,5.0,Mantap mantap laptopnya,3 years ago,0,Positif
febri ariyanto,5.0,mantap,a year ago,0,Positif
Mesge Bayutara,5.0,,10 months ago,0,Netral
Alee Wafa,5.0,Cool keren,a year ago,0,Netral
Balya Ibnu Mulkan,5.0,,10 months ago,0,Netral
Yoga Putra Perdana,5.0,,3 years ago,0,Netral
Zee Dan,5.0,,a year ago,0,Netral
atanasius zeno,5.0,,a year ago,0,Netral
Nicky Saputra,5.0,Mantaaab!,3 years ago,0,Netral
maura rahma,5.0,woww laptop bagusshh,a year ago,0,Netral
Ahmad Jawahir,5.0,,a year ago,0,Netral
Fajar Rizqi,5.0,Mantap,a year ago,0,Positif
Kasan Asngari,5.0,Recomen,a year ago,0,Netral
fadhil dzaki,5.0,"mantabbb, rekomen",3 years ago,0,Netral
melvina nandasari,5.0,👍👍👍👍👍,2 years ago,0,Netral
Hemas Keni Darmawan,5.0,Siip,2 years ago,0,Netral
yelsa archive,5.0,kerennnn,2 years ago,0,Netral
Adrian Rendito,5.0,mantap,2 years ago,0,Positif
Muhammad Yudha Arifin,5.0,,a year ago,0,Netral
Redaksi Bekicot Balap,5.0,Wangun :)),a year ago,0,Netral
Khatami Rasyad,5.0,Amanah,2 years ago,0,Netral
Lutfi Safi,5.0,mantapp,2 years ago,0,Netral
Intan Zahra,5.0,,2 years ago,0,Netral
skyzi fauziah,5.0,,2 years ago,0,Netral
Ganang Dwi Prasetyo,5.0,baguss,2 years ago,0,Netral
AprillyanKusuma,5.0,Mantabbb,2 years ago,0,Netral
Raul Zendrato,5.0,,2 years ago,0,Netral
Rifqi Ansori (Iphi),5.0,Murah,2 years ago,0,Netral
Satrio Damas,5.0,Jos markojos,2 years ago,0,Netral
Dandy Trisandi,5.0,,3 years ago,0,Netral
Irza Nurikhlas,5.0,Mantap,2 years ago,0,Positif
Riski F,5.0,Joossss,2 years ago,0,Netral
Ahmad Shubhan,5.0,Keren,2 years ago,0,Netral
AKIL HIDAYAT,5.0,Mantap,2 years ago,0,Positif
Rizky Maksum,5.0,Mantap,2 years ago,0,Positif
azzam khoir,5.0,Mantabb,2 years ago,0,Netral
Rivaldi Octa,5.0,mantap,2 years ago,0,Positif
Fahmi Sofiriansah,5.0,gokilll og,2 years ago,0,Netral
Rahmat Bagas,5.0,Mantep,2 years ago,0,Netral
Rakha Arya Cahya,5.0,Mantab,2 years ago,0,Netral
Yohanes Danu Rhadian,5.0,Mantapp,3 years ago,0,Netral
Athuf Mauludan,5.0,Mantap,3 years ago,0,Positif
Faqih Sayyaf,5.0,Mantap,3 years ago,0,Positif
Ratna Yudhiyati,5.0,Interaktif dan ramah,3 years ago,0,Positif
Imam Ramadhan,5.0,Mamtapppp,2 years ago,0,Netral
ahmad komaru,5.0,Mantap,3 years ago,0,Positif
tirtadistira mile,5.0,Mantap,3 years ago,0,Positif
Satrio Aji,5.0,Mantaapp,3 years ago,0,Netral
Angger Raafiu,5.0,Recomended,3 years ago,0,Netral
Xaverian Okka,5.0,top markotop 👌,3 years ago,0,Positif
Gregorius Pragnya Dipta Baskara,5.0,Mantapp,3 years ago,0,Netral
Mochamad Riyan,5.0,Mantap,3 years ago,0,Positif
Benny Aprianto Saputra,5.0,Bagus,3 years ago,0,Positif
Yogi Prasetyo,5.0,Mantap,3 years ago,0,Positif
Khoirul Misbah,5.0,Baguss,3 years ago,0,Netral
Risky ga,5.0,Mantapp,3 years ago,0,Netral
Adam Fariski Nurdyanto,5.0,Mantap,3 years ago,0,Positif
ryuki hariyadi,4.0,Ttrendi,3 years ago,0,Netral
Andi Saputra,5.0,Recomended,3 years ago,0,Netral
Yusman Syahrir,5.0,Recomended,3 years ago,0,Netral
Yovan Irvan,5.0,Ramah,4 years ago,0,Positif
AHMAD MUNDIR,5.0,Mantappp,3 years ago,0,Netral
UNA RINDU,5.0,Bagus,3 years ago,0,Positif
Tirta Sari Wijayanti,5.0,Mantaaappp,a year ago,0,Netral
Ardi Sudiatmoko,5.0,Istimewa,a year ago,0,Netral
Inayah,5.0,terpercaya,3 years ago,0,Netral
Syifa Adena Maharani Putri,5.0,rekommended,2 years ago,0,Netral
erwin fahida,5.0,,a year ago,0,Netral
farihnuman hakim,5.0,,3 years ago,0,Netral
Fuad Jordan Erfianto,5.0,Laptop murah,3 years ago,0,Netral
Brigita putri,5.0,bagus banget,3 hours ago,0,Positif
hanim usmantoro,5.0,"Pelayanan ramah, langsung direkomendasikan sesuai pengguna dan dibantu juga untuk cek kondisi fisik dan software laptop,, dan satu lagi Minggu tetap buka cocok bagi pekerja kantoran",3 days ago,0,Positif
Ardi Firmansyah,5.0,"Mantap, masnya baik dapat diskon cuy 👍🏻
Ready barang masih bagus bagus dan terawat",4 days ago,0,Positif
Afrizal fr,5.0,MANTAB PRODUKNYA OKE SEMUA GOKIL,4 days ago,0,Positif
Yoga Lekhel pratama,5.0,,6 days ago,0,Netral
revalina alfanda,5.0,,a week ago,0,Netral
husein umar,5.0,,2 weeks ago,0,Netral
Ainun Shelvi,5.0,,3 weeks ago,0,Netral
• Ari •,5.0,,3 weeks ago,0,Netral
Danisa Ramadani09,5.0,,a month ago,0,Netral
Petter,5.0,,a month ago,0,Netral
Albet 6704,5.0,,a month ago,0,Netral
Denaya Safira,5.0,,a month ago,0,Netral
Acja Sunan dika,5.0,,a month ago,0,Netral
Zahwa,5.0,,a month ago,0,Netral
rizal arif permadi,5.0,,a month ago,0,Netral
Azka Alimun Nisa,5.0,,2 months ago,0,Netral
Amalina Sabrina,5.0,,2 months ago,0,Netral
191_Joseph Andorojati Crisopras,5.0,,2 months ago,0,Netral
fahmita fadila,5.0,,3 months ago,0,Netral
Aqmal Nur Jihad,5.0,,3 months ago,0,Netral
2714 Rifqi ikbar wahyono,5.0,,3 months ago,0,Netral
Topan Rijadi,3.0,,3 months ago,0,Netral
Lulu Anabah,5.0,,3 months ago,0,Netral
Nisrina Khoirunnisa,5.0,,4 months ago,0,Netral
nuu nuuu,5.0,,4 months ago,0,Netral
Natas,5.0,,4 months ago,0,Netral
Priyo Purnomo,5.0,,4 months ago,0,Netral
William Darmawan,5.0,,4 months ago,0,Netral
Cathrine Natasha,5.0,,4 months ago,0,Netral
Taqwa Farel Ino Kurnia Putra,5.0,,4 months ago,0,Netral
Aldo Nurcholis,5.0,,5 months ago,0,Netral
Nashifah Nurul,5.0,,5 months ago,0,Netral
Bayu Ady Wijanarko,5.0,,5 months ago,0,Netral
venta Apryllanda,5.0,,5 months ago,0,Netral
briliant riziek_FBS,5.0,,5 months ago,0,Netral
Muh. Nur Afiz,5.0,,5 months ago,0,Netral
Hidayatullah Syarif,5.0,,6 months ago,0,Netral
Wafi Al Ghifari,5.0,,6 months ago,0,Netral
nur kadarisman,5.0,,7 months ago,0,Netral
Miftalia Muslimah,5.0,,7 months ago,0,Netral
Jeki Store,5.0,,7 months ago,0,Netral
Gafi Akbar Putra,5.0,,7 months ago,0,Netral
Muhamad Nazarudin Miftah,5.0,,7 months ago,0,Netral
Doni Sanjaya,5.0,,7 months ago,0,Netral
Arif Suprayogi,5.0,,7 months ago,0,Netral
Septian Nugroho,5.0,,8 months ago,0,Netral
Intan Rahmawati,5.0,,8 months ago,0,Netral
Peni Susanti,5.0,,8 months ago,0,Netral
Dwi Haryanto,5.0,,8 months ago,0,Netral
Bagus Prakoso,5.0,,9 months ago,0,Netral
Vergie Thie,5.0,,10 months ago,0,Netral
Satria Jono,5.0,,10 months ago,0,Netral
Fitri Puspita Arum,5.0,,10 months ago,0,Netral
Cilacap Id 01,5.0,,10 months ago,0,Netral
Lxuriel,5.0,,10 months ago,0,Netral
A fathur Rahman,5.0,,11 months ago,0,Netral
Atthoriq Rafi,5.0,,Edited 11 months ago,0,Netral
Muhammad Faiqurrahman,5.0,,a year ago,0,Netral
Mishbahuddin Rafi,5.0,,a year ago,0,Netral
Rifka Rahma,5.0,,a year ago,0,Netral
Rizieq Al jaufanie,5.0,,a year ago,0,Netral
naufal syafiq,5.0,,a year ago,0,Netral
Firdaus Hasibuan,5.0,,a year ago,0,Netral
24_Rafin Adika Rifasya,5.0,,a year ago,0,Netral
Mario Putra,5.0,,a year ago,0,Netral
Zaky Sofyanda,5.0,,a year ago,0,Netral
Djati Bima,5.0,,a year ago,0,Netral
Dyto Batu,5.0,,a year ago,0,Netral
yuny ester,5.0,,a year ago,0,Netral
Manja Official,5.0,,a year ago,0,Netral
Putri Maharani,5.0,,a year ago,0,Netral
Rendi Liu,5.0,,a year ago,0,Netral
teguh nur rochim,5.0,,a year ago,0,Netral
Regina amelia Gultom,5.0,,a year ago,0,Netral
Allysia Simatupang,5.0,,a year ago,0,Netral
Nasywa Addinda,5.0,,a year ago,0,Netral
Herlin Arwita,5.0,,a year ago,0,Netral
Bagas Satrio Wicaksono,5.0,,a year ago,0,Netral
Muhammad Nouval Ardi Firdzatullah,5.0,,a year ago,0,Netral
Gregorius Bagas Tri Pangestu,5.0,,a year ago,0,Netral
Arif Ardy Wibowo,5.0,,a year ago,0,Netral
Mustakim Muchtar,5.0,,a year ago,0,Netral
Taufik AssaM,5.0,,a year ago,0,Netral
Defa Rizky,5.0,,a year ago,0,Netral
Fahmi Arfandi,5.0,,a year ago,0,Netral
Thoriqul Aziz,5.0,,a year ago,0,Netral
Siti Rokhimah,5.0,,2 years ago,0,Netral
Muhammad Iksan,5.0,,2 years ago,0,Netral
suryadin andhy,5.0,,2 years ago,0,Netral
Usman Priyagung (2021013043),5.0,,2 years ago,0,Netral
Ahmad Zainal,5.0,,2 years ago,0,Netral
10.11,5.0,,2 years ago,0,Netral
Hana Anifatun Fauziyah,5.0,,2 years ago,0,Netral
Anisa Baiti,5.0,,2 years ago,0,Netral
Bariroh Nurrochimah,5.0,,2 years ago,0,Netral
Sycamore story,5.0,,2 years ago,0,Netral
Rakhma Permata,5.0,,2 years ago,0,Netral
Bella Dian,5.0,,2 years ago,0,Netral
Livia Evi,5.0,,2 years ago,0,Netral
Helen Riski,5.0,,2 years ago,0,Netral
Fucking Name,5.0,,2 years ago,0,Netral
Irna Andini,5.0,,2 years ago,0,Netral
Yoga Sebriyan Nugroho,5.0,,2 years ago,0,Netral
Bella Jade Khadidjah (Bellajadew),5.0,,2 years ago,0,Netral
Rifqi Ansori,5.0,,2 years ago,0,Netral
Nanik Afrida,5.0,,2 years ago,0,Netral
Fbrii Key,5.0,,2 years ago,0,Netral
yanisa larasati,5.0,,2 years ago,0,Netral
Sapari Jaya,5.0,,2 years ago,0,Netral
Fahda Auliandika,5.0,,2 years ago,0,Netral
charissa hanan,5.0,,2 years ago,0,Netral
Citra Agis,5.0,,2 years ago,0,Netral
Ghalib Said,5.0,,2 years ago,0,Netral
khikmatul muna,5.0,,2 years ago,0,Netral
SMP Kota Mungkid,5.0,,2 years ago,0,Netral
Eka Ilmi Utami,5.0,,2 years ago,0,Netral
Umianisah Apriliani,5.0,,2 years ago,0,Netral
ihsan habibi,5.0,,2 years ago,0,Netral
Muhammad Farkhan,5.0,,2 years ago,0,Netral
Sopian Kamil,5.0,,2 years ago,0,Netral
faris amsyal,5.0,,2 years ago,0,Netral
Mohammad Lugas Al Farabi,5.0,,2 years ago,0,Netral
Angga Sungsang,5.0,,2 years ago,0,Netral
Hermawan Wawan,5.0,,2 years ago,0,Netral
Serena Chelsea,5.0,,2 years ago,0,Netral
Setrah,5.0,,2 years ago,0,Netral
Galih Lasmana,5.0,,2 years ago,0,Netral
Farobi Izzulhaq,5.0,,2 years ago,0,Netral
Natya Auniah,5.0,,2 years ago,0,Netral
Aji Muhamad,5.0,,2 years ago,0,Netral
Aulia Pinunggul Jati,5.0,,2 years ago,0,Netral
Tanaman Jogja,5.0,,2 years ago,0,Netral
Yulianto Esti,5.0,,2 years ago,0,Netral
Rifki Akhmad Fauzie,5.0,,2 years ago,0,Netral
Talitha Azura,5.0,,2 years ago,0,Netral
L,5.0,,2 years ago,0,Netral
Ayu Masithoh,5.0,,2 years ago,0,Netral
Wiji Makrifati9,5.0,,2 years ago,0,Netral
dio eko,4.0,,2 years ago,0,Netral
fahrodin M2,5.0,,2 years ago,0,Netral
Muhammad Alfadigo,5.0,,2 years ago,0,Netral
Satriawan Rustaman,5.0,,2 years ago,0,Netral
Sufi Fawwaz,5.0,,2 years ago,0,Netral
Bima Tovan,5.0,,2 years ago,0,Netral
Satria Krisna,5.0,,2 years ago,0,Netral
Isnaniga T,5.0,,2 years ago,0,Netral
Sabam Jarliman,5.0,,2 years ago,0,Netral
Rangga Adi,5.0,,2 years ago,0,Netral
Dora corry Laura Tambunan,5.0,,3 years ago,0,Netral
Bang Gurinjay,5.0,,3 years ago,0,Netral
Rahmat Sholih,4.0,,3 years ago,0,Netral
Faridatussalma,5.0,,3 years ago,0,Netral
028_Risma kholilatus Salma,5.0,,3 years ago,0,Netral
Ag,1.0,,3 years ago,0,Netral
Eka Susilo Purnomo,5.0,,3 years ago,0,Netral
Aminudin Fajrul,5.0,,3 years ago,0,Netral
Widya Rahmah,5.0,,3 years ago,0,Netral
Hermawan Adhi Saputra (heradhis),5.0,,3 years ago,0,Netral
Dendy Diendrawan,5.0,,3 years ago,0,Netral
Hamim Thohari,5.0,,3 years ago,0,Netral
naufaladhi _,5.0,,3 years ago,0,Netral
irnazia “Zee” suryaningrum,5.0,,3 years ago,0,Netral
Abraham Galang Appang Madao,5.0,,3 years ago,0,Netral
Syafiq Hilmy Ardani,5.0,,3 years ago,0,Netral
Alfonsus Fribiyan Riswara,5.0,,3 years ago,0,Netral
Riki priatna,5.0,,3 years ago,0,Netral
Vinsen Kevin m.,5.0,,3 years ago,0,Netral
Ari Budi,5.0,,3 years ago,0,Netral
arief pramudito,5.0,,3 years ago,0,Netral
Alviana Ana,5.0,,3 years ago,0,Netral
Taufiq Agung Pambudi,5.0,,3 years ago,0,Netral
Yeni Nur Prilanita,5.0,,3 years ago,0,Netral
Elya Artha,4.0,,4 years ago,0,Netral
RENJIS FARHAN,5.0,,4 years ago,0,Netral
kelik Ab,5.0,,4 years ago,0,Netral
