nama_penulis,rating,teks_ulasan,waktu,likes,case_holding_sentimen,sentimen,ulasan_bersih
SEKAR ARUM SAYEKTI,5.0,Pelayananya ramah dan detail menjelaskan ke customer,4 months ago,0,Netral,Positif,pelayananya ramah detail customer
Candra Darmayanti,5.0,"Pelayanan ramah, barangnya lengkap bervariasi, banyak bonusnyaa",2 years ago,0,Netral,Positif,layan ramah barang lengkap variasi bonusnyaa
Edwin Gaso,5.0,"Pelayanan mantap, banyak diskon. Langsung cus gais👍🏾",a year ago,0,Netral,Positif,layan mantap diskon langsung cus gais
Meirisa Ashari,5.0,"baguss, pelayanan memuaskan",a month ago,0,Netral,Positif,baguss layan muas
FAJAR DESTA,5.0,"Pelayanan yg ramah,dan harga yang murah,barang berkualitas..mantappp",3 years ago,0,Netral,Positif,layan yg ramahdan harga murahbarang berkualitasmantappp
Faris Yusuf Baktiar,5.0,Recommended buat cari laptop 2nd berkualitas,3 months ago,0,Netral,Positif,recommended cari laptop nd kualitas
Rahmadiyah Salsabila,5.0,Pelayanannya ramah dan ketersediaan laptopnya sesuai kebutuhan,6 months ago,0,Netral,Positif,layan ramah sedia laptop sesuai butuh
Azka Shadam,5.0,Pelayanan ramah dan baik. Setiap pertanyaan mampu dijelaskan dengan detail dan memberikan rekomendasi sesuai harapan saya.,11 months ago,0,Netral,Positif,layan ramah detail rekomendasi sesuai harap
Niam Fauzi,5.0,Laptop bekas rasa baruu Joss harga murah kualitas bintang 5 nek ragu2 rasah tuku nek kene,2 years ago,0,Netral,Positif,laptop bekas baruu joss harga murah kualitas bintang nek ragu rasah tuku nek kene
NOPAL TRAVEL,5.0,"Laptop Like new juga ada disini, harga affordable",a year ago,0,Positif,Positif,laptop like new harga affordable
Lily Berlian,5.0,"Pelayanannya oke banget, kualitasnya juga bagus banget ✨✨✨✨🥬",6 months ago,0,Netral,Positif,layan oke banget kualitas bagus banget
Mikel,5.0,Mantapppppp bangetttt banyak promo juga guys 🫨,2 months ago,0,Netral,Positif,mantapppppp bangetttt promo guys
Muhamad iqbal Ardiansyah,5.0,Pembelian di hero computer jogjaa sangat baik ramahh dan harganya terjangkau pelayanan jugaa baikk,7 months ago,0,Netral,Positif,beli hero computer jogjaa ramahh harga jangkau layan jugaa baikk
vikita windarwati,5.0,"Beli Asus M1403QA disini, bagus, informatif, dapat bonusan cleaner / mouse pula. Sy pilih yang cleaner

Tempatnya enak, adem dan AC

Terima kasih Hero Computer, bismillah semoga laptop awet",a year ago,0,Netral,Positif,beli asus mqa bagus informatif bonus cleaner mouse sy pilih cleaner tempat enak adem ac terima kasih hero computer bismillah moga laptop awet
Shodik Nur Fauzi,5.0,"Memuaskan beli disini
Terpercaya karena barang di QC dengan baik",a year ago,0,Netral,Positif,muas beli percaya barang qc
Bayu Pratama,5.0,"Tempatnya nyaman, seller nya ramah dan menjelaskan detail produk nya mantap jadi pembeli mudah mengerti. Rekomen banget, apalagi kualitas barang nya oke semua",2 years ago,0,Netral,Positif,tempat nyaman seller nya ramah detail produk nya mantap beli mudah erti rekomen banget kualitas barang nya oke
Nur Azizah Muyassaroh,5.0,"Pelayanan bagus, harga terjangkau, barang OK",6 months ago,0,Positif,Positif,layan bagus harga jangkau barang ok
PTE1 007 Naufal Hanifalwan,5.0,"murah, bergaransi, dan banyak varian pilihan laptop",10 months ago,0,Netral,Positif,murah garansi varian pilih laptop
fatchurrozaq Prasetiyojati,5.0,Pelayanan ramah. Dan profesional,8 months ago,0,Netral,Positif,layan ramah profesional
Adi Sasono,5.0,Tempat nyaman laptop bekas harga murah se jogjaa,a year ago,0,Netral,Positif,nyaman laptop bekas harga murah jogjaa
Guntoro Yudhy Kusuma,5.0,"Banyak pilihan BNOB, bisa nyobain dan bandingin dengan leluasa",9 months ago,0,Netral,Positif,pilih bnob nyobain bandingin leluasa
Arif Setyo Bowo,5.0,"Masya Allah, sip banget, like new laptopnya, hemat 1 jtan Alhamdulillah.",6 months ago,0,Positif,Positif,masya allah sip banget like new laptop hemat jtan alhamdulillah
Veriana Indah Citra,5.0,"Banyak pilihan bisa menyesuaikan budget dan kebutuhan, staffnya juga ramah-ramah",a year ago,0,Netral,Positif,pilih sesuai budget butuh staffnya ramahramah
071_ Nathasa Caroline,5.0,keren baguss semuaaa,a month ago,0,Netral,Positif,keren baguss semuaaa
MUHAMMAD FARID HASAN,5.0,"Barang banyak yg masih garansi resmi, harga terjangkau",a year ago,0,Netral,Positif,barang yg garansi resmi harga jangkau
Abdul Ghofur,5.0,"Alhamdulillah pelayanannya sangat sangat ramah, masnya yang jual juga sangat ramah dan tentunya laptopnya juga sangat bagus dan recomended serta terjamin kualitasnya serta bergaransi resmi sampai waktu yg lama. Pokoknya pas banget deh dan akhirnya nemu juga toko laptop yg sesuai harapan dan tentunya harga yg bersahabat😊👍🏼👍🏼👍🏼 top pokoknya. Yang ingin cari laptop dengan badget yg pas dan sesuai dengan harapan ayo mampir di toko hero komputer.☺",a year ago,0,Positif,Positif,alhamdulillah layan ramah mas jual ramah laptop bagus recomended jamin kualitas garansi resmi yg pokok pas banget deh nemu toko laptop yg sesuai harap harga yg sahabat top pokok cari laptop badget yg pas sesuai harap ayo mampir toko hero komputer
Nerissa Kusuma,5.0,"Super bagus, super memuaskan, pelayanannya ramahh, baikk, dan jelass.
Kl ga paham komputer, dicekin + dijelasin no tipu tipu. Terbaik pokonyaa. Beli komputer/laptop di sini tidak mengecewakannn 👍🏻👍🏻👍🏻👍🏻😍",a year ago,0,Positif,Positif,super bagus super muas layan ramahh baikk jelass kl ga paham komputer dicekin dijelasin no tipu tipu baik pokonyaa beli komputerlaptop mengecewakannn
Mario Tri Wahyugo,5.0,"Tempat penjualan laptop bekas like new paling recomended dan terpercaya
Ada garansi juga",2 years ago,0,Positif,Positif,jual laptop bekas like new recomended percaya garansi
Fatkhur Wicaksono,5.0,Barangnya bagus2 harga terjangkau,5 months ago,0,Netral,Positif,barang bagus harga jangkau
Dokumen tasi,5.0,Mantap Barang Baguss amanahh joss,3 months ago,0,Netral,Positif,mantap barang baguss amanahh joss
Raafi,5.0,Recommended banget buat nyari laptop bekas yang murah !,2 years ago,0,Netral,Positif,recommended banget nyari laptop bekas murah
Annisa Fatima,5.0,Kualitas bagus banget dengan harga yang relatif murah dari harga aslinya recomen beli laptop second disini,3 years ago,0,Netral,Positif,kualitas bagus banget harga relatif murah harga asli recomen beli laptop second
Danis Saputra,5.0,"barangnya bagus semua, sangat rekomended",a year ago,0,Netral,Positif,barang bagus rekomended
Ciptoning Linangkung,5.0,"Pelayanannya sangat ramah, nanya apa saja di jawab dengan baik dan professional, barang bagus dam berkualitas, puas banget pokoknya. Top jaya selalu👍🏻",a year ago,0,Positif,Positif,layan ramah nanya professional barang bagus dam kualitas puas banget pokok top jaya
rizalul fiqri,5.0,Harga dan kualitas laptop nya terbaik. Tempatnya nyaman n modern,3 years ago,0,Positif,Positif,harga kualitas laptop nya baik tempat nyaman n modern
Beanca Store,5.0,"Kmrin bli laptop asus di hero comp jogja, sempet ada problem touch pad tdk berfungsi karna salah install, lsng komplain ke pemilik, walaupun sdh tidak garansi toko, namun ttp dibantu servis ke asus krna masih garansi resmi. Skrg laptop sudah berfungsi dgn baik, dan dari segi pelayanan sgt baik dan bertanggung jawab. Trims kasih sgt rekomen beli laptop second di hero khususnya utk yg sdg memulai bisnis sprti saya krna harganya juga sgt terjangkau",2 years ago,0,Netral,Positif,kmrin bli laptop asus hero comp jogja sempet problem touch pad tdk fungsi karna salah install lsng komplain milik sdh garansi toko ttp bantu servis asus krna garansi resmi skrg laptop fungsi dgn segi layan sgt tanggung trims kasih sgt rekomen beli laptop second hero utk yg sdg bisnis sprti krna harga sgt jangkau
Riris Saniyati,5.0,"penjualnya informatif, barangnya oke². Alhamdulillah dapet potongan harga&mouse. Semoga laptopnya awet ya walaupun tidak baru, aamiin.",a year ago,0,Netral,Positif,jual informatif barang oke alhamdulillah dapet potong hargamouse moga laptop awet ya aamiin
Ade Dwi Andika,5.0,Mantap,a month ago,0,Netral,Positif,mantap
Riski Ramadhan,5.0,"Tempat jual beli laptop yg reccomended, dijamin nggak nyesel deh!",7 months ago,0,Netral,Positif,jual beli laptop yg reccomended jamin nggak nyesel deh
asad Mahmud,5.0,"""Pelayanan sangat ramah, Laptop bagus kondisi 99% masih bagus""",a year ago,0,Netral,Positif,layan ramah laptop bagus kondisi bagus
Cahyo Hanif,5.0,"Pelanyanan baik dan ramah, store nyaman, barang bagus dan terjamin 👍",3 years ago,0,Netral,Positif,pelanyanan ramah store nyaman barang bagus jamin
09_ Rahmat Dwi Kurniawan,5.0,"Rekomended banget sih tempat beli laptop ini, gak usah ragu lagi",3 years ago,0,Netral,Positif,rekomended banget sih beli laptop gak ragu
Rara Dewi,5.0,"Alhamdulillah dapet laptop di store ini, pelayanan oke harga terjangkau dan dapat pot 200k, semoga awet, terima kasih hero computer 👍",a year ago,0,Netral,Positif,alhamdulillah dapet laptop store layan oke harga jangkau pot k moga awet terima kasih hero computer
Bagus Teguh,5.0,"Tempat jual dan beli laptop terdebest di jogja, jadi kalau buat yang bingung nyari laptop second dengan kualitas terjamin dan berkualitas, bisa langsung mampir, pelayanannya juga oke punya mantaps dah pokoknya hero computer 🔥🙌",a year ago,0,Netral,Positif,jual beli laptop terdebest jogja bingung nyari laptop second kualitas jamin kualitas langsung mampir layan oke mantaps dah pokok hero computer
Zalvareza Irham Maulana,5.0,"Mantap banget toko laptop terlengkap di jogja, yang",a year ago,0,Netral,Positif,mantap banget toko laptop lengkap jogja
Adiv,5.0,tempatnya nyaman 👍🏻,a month ago,0,Netral,Positif,tempat nyaman
Supri 02,5.0,"Pelayanan ramah, amanah, banyak pilihan laptop, harga terjangkau",3 years ago,0,Netral,Positif,layan ramah amanah pilih laptop harga jangkau
Retno Widuri,5.0,"Pilihan laptopnya banyak, kualitas laptopnya juga bagus, pelayanannya ramah + bagus",6 months ago,0,Netral,Positif,pilih laptop kualitas laptop bagus layan ramah bagus
daniel,2.0,"Pengalaman beli notebook disini dengan budget yg besar. Sejak awal pembelian sudah ada masalah charger trouble. Tapi hanya diganti kabel powernya saja..dgn janji jika ada trouble akan dibantu. Tapi selang 9 bulan saya hubungi tidak dijawab terkait ini. (Karna masih garansi) saya coba ke servis center. Tapi krna garansi charger dan unit laptop berbeda.. Jadi saya terpaksa beli charger baru 600k.
Saran saya tetap perhatikan customer yg telah membeli ditempat anda.. walaupun tdk mengganti kerusakan. Minimal memberikan solusi dan aftersales terbaik..karna kepercayaan itu sangat mahal apalagi dgn cacat produk yang telah dijual ke customer.",2 years ago,0,Negatif,Negatif,alam beli notebook budget yg beli charger trouble ganti kabel powernya sajadgn janji trouble bantu selang hubung kait karna garansi coba servis center krna garansi charger unit laptop beda paksa beli charger k saran perhati customer yg beli tempat tdk ganti rusa minimal solusi aftersales terbaikkarna percaya mahal dgn cacat produk jual customer
Fathi Akbar,5.0,Toko laptop terbaik di jogja,2 weeks ago,0,Netral,Positif,toko laptop baik jogja
Imam Jagad,5.0,"Sangat rekomended, ramah, tempat nyaman, barang sangat bagus dan harga kompetitif",8 months ago,0,Netral,Positif,rekomended ramah nyaman barang bagus harga kompetitif
Listia Nisaa,5.0,"Tempat jual laptop second yang terpercaya, ramah dan fast respon di chat",2 years ago,0,Netral,Positif,jual laptop second percaya ramah fast respon chat
rahma lathifiaa13,5.0,"pelayanan yang sangat baik, juga tersedia banyak pilihan.",6 months ago,0,Netral,Positif,layan sedia pilih
Anang s,5.0,"Sangat puas untuk pelayanan baik, barangnya juga ok banget.",7 months ago,0,Positif,Positif,puas layan barang ok banget
Muhammad Ilyas,5.0,"Pelayanan sangat baik, dilayani dengan ramah. Sangat recommended bagi Hunter laptop second dgn kualitas yg terbaik dgn harga yg terjangkau",a year ago,0,Netral,Positif,layan layan ramah recommended hunter laptop second dgn kualitas yg baik dgn harga yg jangkau
Elfira Syahratul,5.0,"mantap👍 pelayanannya bagus, penjualnya ramah banget, mau jelasin banyak, harga untuk laptop bekas yg kaya laptop baru worth it bangett, cocok banget buat yg mau cari laptop bekas tapi kaya baruu. kereen🤩",2 years ago,0,Positif,Positif,mantap layan bagus jual ramah banget jelasin harga laptop bekas yg kaya laptop worth it bangett cocok banget yg cari laptop bekas kaya baruu kereen
Ayu Inda wati,5.0,"Mantap, pelayanan oke bangett! 🥰",2 years ago,0,Netral,Positif,mantap layan oke bangett
Andika Rahmat.O,5.0,Tempat strategis pelayanan bagus dan mendapatkan promo banyak,2 years ago,0,Netral,Positif,strategis layan bagus promo
Sidik Wisnu,5.0,"Laptop bekas like new, bergaransi",2 months ago,0,Positif,Positif,laptop bekas like new garansi
Bima Sony ardiansah,5.0,"Barangnya mantap, pelayanannya juga ramah, sangat rekomend",3 years ago,0,Netral,Positif,barang mantap layan ramah rekomend
Aditya Nugraha,5.0,Alhamdulillah bisa membeli laptop disini.. Semoga awet dan bermanfaat,2 years ago,0,Netral,Positif,alhamdulillah beli laptop moga awet manfaat
melia sindi purbaya,5.0,baik bgt masnyaaa,3 months ago,0,Netral,Positif,bgt masnyaaa
Elyas Alip,5.0,MASOOKKKK,a month ago,0,Netral,Positif,masookkkk
Ikhsanita Mukti Putri,5.0,"Trusted, barang like new semua, bergaransi. Yang jelas harga bisa disesuaikan kantong. Sukses…",a year ago,0,Positif,Positif,trusted barang like new garansi harga sesuai kantong sukses
Tanah 9355,5.0,"Tempat jual leptop second bagus dan terpercaya, dapat bonus nya juga ⭐⭐⭐⭐⭐",2 years ago,0,Netral,Positif,jual leptop second bagus percaya bonus nya
Elok Nur Hasanah,5.0,"Pelayanan ramah, admin chat juga fastrespon banget",a year ago,0,Netral,Positif,layan ramah admin chat fastrespon banget
Karunia putri Budiharto,5.0,"Pelayanan baik, kondisi laptop masih bagus-bagus, rekomendasi untuk yang cari laptop second",7 months ago,0,Netral,Positif,layan kondisi laptop bagusbagus rekomendasi cari laptop second
30_talia salsabila,5.0,"Cocok buatt pelajar mahasiswaa, ada garansinnya jugaa",2 years ago,0,Netral,Positif,cocok buatt ajar mahasiswaa garansinnya jugaa
Anifa Tuzzuhroh,5.0,Pelayanan ramah dan harga sesuai kualitas barang 🥰,2 years ago,0,Netral,Positif,layan ramah harga sesuai kualitas barang
Sigit Anggara,5.0,Toko laptop second lengkap dan terjangkau harganya,a year ago,0,Netral,Positif,toko laptop second lengkap jangkau harga
Septia Alya,5.0,"penjualnya ramah, detail jelasinnya xiixix, laptopnya lengkapp",a year ago,0,Netral,Positif,jual ramah detail jelasinnya xiixix laptop lengkapp
windasu bangkingan,5.0,Pembeli pertama hari ini..alhamdullilah dpt laktop sesuai budget dgn penjelasan n bantuan yg baik dr mas2 e..semoga laktop yang dibeli slalu lancar aman n enak dipake seperti yang diharapkan amin..n sukses selalu bt hero computer🙏🙏,a year ago,0,Netral,Positif,beli inialhamdullilah dpt laktop sesuai budget dgn jelas n bantu yg dr mas esemoga laktop beli slalu lancar aman n enak dipake harap aminn sukses bt hero computer
Khalif ihsan nasir Abu Zakariya Al qalam,5.0,Kualitasnya bagus banyak bonus,2 months ago,0,Netral,Positif,kualitas bagus bonus
adharoni asofi,5.0,Tempat yang rekomended untuk mencari laptop second di jogja,5 months ago,0,Netral,Positif,rekomended cari laptop second jogja
miftah Sulistiawan,5.0,"Beli laptop yg amanah
murah tp g murahan...
cocok untuk kantong mahasiswa",2 years ago,0,Netral,Positif,beli laptop yg amanah murah tp g murah cocok kantong mahasiswa
Muhammad Ihsan Ash Shiddiqy Nurhadi,5.0,Bismillah beli laptop disini semoga awet dan bermanfaat,a year ago,0,Netral,Positif,bismillah beli laptop moga awet manfaat
Jogjakatrid (Servis printer komputer),5.0,Jangan lupa ..hero computer ..recomended bt cari2 laptop 2nd ..trimss,a year ago,0,Netral,Positif,lupa hero computer recomended bt cari laptop nd trimss
Margaretha Kurniawati,5.0,"Pertama saya beli laptop langsung kesini, layanan sangat ramah, informasi update dan memuaskan sekali, barangnya bagus sekali",a year ago,0,Netral,Positif,beli laptop langsung kesini layan ramah informasi update muas barang bagus
bayu aji,5.0,Laptopnya apik murah bergaransi,7 months ago,0,Netral,Positif,laptop apik murah garansi
Risnaldi Aldi,5.0,Buat teman² terkhusus area Jogja sekitar yaa yg mau nyari laptop second dan harganya murah datang ke Hero computer Jogja....di jamin langsung gass....🤟😁😁,a year ago,0,Netral,Positif,teman khusus area jogja yaa yg nyari laptop second harga murah hero computer jogjadi jamin langsung gass
Waca Asik,5.0,"Mantap hero Computer, rekomen!",2 months ago,0,Netral,Positif,mantap hero computer rekomen
Ahmad Syahid Fat-huddin,5.0,"Mantapp, barang e oke semua",a year ago,0,Netral,Positif,mantapp barang e oke
Rakha Achmad Widjaya,5.0,"tempatnya nyaman, pelayanannya sangat baik, laptop nya mantep mantep👍🏼",3 years ago,0,Netral,Positif,tempat nyaman layan laptop nya mantep mantep
Dony Dot,5.0,Tempat bersih pelayanan okee,8 months ago,0,Netral,Positif,bersih layan okee
Wa Ode Muslia,5.0,"Tempatnya Bagus,  Harganya afforouble, cocok buat Mahasiswa Yang nyari rekomendasi laptop, ada garansinya...insya Allah amanah",a year ago,0,Netral,Positif,tempat bagus harga afforouble cocok mahasiswa nyari rekomendasi laptop garansinyainsya allah amanah
Maro Ra,5.0,"mantap.. semoga sukses dan jaya...
thanks to supportnya.. mantao",2 years ago,0,Positif,Positif,mantap moga sukses jaya thanks to supportnya mantao
Imam Pawit,5.0,"Barang bagus, respon cepat, bergaransi...",a year ago,0,Netral,Positif,barang bagus respon cepat garansi
