nama_penulis,rating,teks_ulasan,waktu
Naning Budiman,5,Parkir motor luas... Barang juga lengkap banget... Lokasi gampang dicari karena pas pinggir jalan raya...,Diedit 4 tahun lalu
Muhammad Zaky Zakwandarsyah,5,"Manna Kampus (Mirota Kampus) Palagan

Jl. Palagan Tentara Pelajar No.31, Mudal, Sariharjo, Kec. Ngaglik, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55581",4 tahun lalu
andika dika,5,murah banget dan bersih,4 tahun lalu
Dwi Setyawan,1,Kasian mas2 ojol udah d bantu parkir suruh bayar hadehh kasian kali ongkir juga kepotong2,4 tahun lalu
puji ardianto,5,Nyaman parkir mobilnya luas meskipun saya kesitunya pake motor ,4 tahun lalu
Dwi Nugraha,5,"Mirota kampus palagan berada sekitar 250 meter utara Hyatt.
Barang yg dijual lengkap dan tergolong murah,misal susu UHT ultra mimi harga Rp 2.410, di toko swalayan lain berkisar Rp 2.475 s/d Rp 2.800.
Saat ini toko buka dari jam 10 pagi sampai jam 9 malam.
Lantai 1 terdiri dari makanan, alat2 rumah tangga, sayuran, segala jenis sabun, obat2an dan kelistrikan.
Lantai 2 tersiri dari pakaian, tas, mainan, alat tulis dan kosmetik.
Rata2 harga terjangkau, sering ada promo dan undian berhadiah.
Parkir motor ada di depan toko dan parkir mobil ada di 10 meter selatan toko.",4 tahun lalu
Icha Saleh,5,"Selalu belanja disini, lumayan lengkap dan kalo disini ga se rame mirota yang lain. Harga juga kadang"" lebih murah dari tempat lain.

Tempat parkir mobil ga banyak, kalo motor lumayan lah. Saran kalo mau belanja jangan pas awal ato akhir bulan.

Suka banget belanja disini ",4 tahun lalu
Troy,5,"Berlatih sabar. Di mana pun belanjanya, sabar adalah kunci. Bukan tempat yang luas buat belanja, melainkan tapi tempat yang komplit.",4 tahun lalu
Bari Ofc,5,Tempat belanja paling Banyak dikunjungi oleh masyarakat dari kalangan bawah sampai atas.,4 tahun lalu
Andro Karim,1,"Murah iya, staff super lelet. Lebih dari 30 menit nunggu untuk pembayaran. Staff kasir kurang, staff lain tidak cover kerjaan yg overload.",4 tahun lalu
Traveloci Story,5,"Salah satu supermarket favorit keluarga di Jogja.
Harganya sangat bersaing dan isinya lengkap.

Kekurangannya adalah tempat parkir terbatas (untuk mobil disediakan lahan kosong di samping).",4 tahun lalu
JMaltin,2,Antriannya panjang banget. Hrusnya d kasir itu ada dua orang. 1 tugas kasir 2 petugas oacking. Banyak loh ibu2 yg udh d antrian masih nambah2 belanjaan sampe berdua dus. Mohon di pisah untuk antrian keranjang kecil dengan yang besar dan juga troli. Biar ga kepanjangan. Yg belanja ibu2 sekarepmu juga ampun.,4 tahun lalu
Kimmi Kimmi,5,"Harga lebih mahal bbrp ratus rupiah dibanding mirota C,simanjuntak dan barang jg kurang lngkap, tp I prefer this place, krn lebih luas, ada space, antri tidak semerikan d mirota c simanjuntak",4 tahun lalu
Yesy Tri Indrianti,1,"Udah sering belanja di manna kampus,cuma baru pertama kali aja belanja di cabang yg palagan, sebel bgt sama satpamnya yg bawa cek suhu, saya keluar bentar ada perlu ambil sesuatu terus masuk lagi aja di curigain,pakek di tanya dari mana mbk? Kepo bgt deh, orang keluar jg ada keperluan bentar pak, tas jg saya titipin di penitipan,niat masuk lagi jg mau belanja, pas udah jawab lagi ambil sesuatu bapaknya gk sopan malah gk ngedengerin dan langsung malingin muka, pas keluar belanja udah mau ambil motor di parkiran jg masih di liatin, ealah sini belanja pak,di kira gk mampu beli apa, tolong dong etitudnya sini customer mau belanja, masa sampek segitunya sih  ",4 tahun lalu
Abi satria Irawan,5,Murah murah,4 tahun lalu
Boedy Motor,5,Mantab,4 tahun lalu
muhammad rizal,5,Tempatnya nyaman harganya juga terjangkau,Diedit 4 tahun lalu
Frans Riyanto,5,"cukup lengkap dan murah, protokol kesehatan terjaga, hindari berbelanja di sekitar tanggal awal-akhir bulan karena biasanya pengunjung sangat ramai dan kadang harus mengantri menunggu giliran untuk masuk ketokonya",4 tahun lalu
Fina Masruroh,5,"Wow, belanja disini sangat banyak pilihannya.. pegawainya ramah ramah",4 tahun lalu
Benedictus Mega,4,"One of the most affordable shopping plaza. Many range of needs can be found here, from clothes, electronics, beauty products, foods and so on. Get ready for the long queue when you shop despite all the cashier are open. It's not recommended if you just buy small amount of stuff.

I'd give suggestions for the management please make a special cashier for those who are buying goods that are less than 10 items so it'll save more time us. Thanks ",Diedit 4 tahun lalu
heru purnomo,5,Oke,4 tahun lalu
Yaswa Musafan,5,Nyaman,4 tahun lalu
suratmi Nugroho,5,Toko ini menyediakan aneka produk yang berkualitas dengan harga terjangkau..letak juga strategis..tempat parkir cukup luas di depan toko.,4 tahun lalu
Arif Widiyatmoko,5,Lengkap terjangkau,4 tahun lalu
B3 Harsono,5,"Dapat pesanan goshop ,,barang yang dibeli meteran untuk tukang bangunan,,kukira Ndak ada,,ternyata ada lho,,karyawan juga cukup ramah menunjukkan posisi barang,",4 tahun lalu
Lidwina Betty,5,"Tempat belanja nyaman dan murah. Semua kebutuhan rumah tangga lengkap tersedia di sini. Sedangkan di lantai 2 ada alat tulis kantor, kebutuhan fashion lengkap. Ada baju anak, pria wanita dewasa, gamis, kerudung, tas wanita, tas sekolah anak, koper, mainan anak, kebutuhan make up. Selalu langganan belanja di sini. Kalo tanggal2 gajian, antrian panjang di semua kassa. Parkiran penuh. Di hari jumat ada diskon spesial.",Diedit 4 tahun lalu
L Nisa,4,"Belanja disini protokol kesehatannya oke, cuma waktu di dalem kalo pas rame ya sama aja mepet2 karena rak 1 dengan yang lain mepet2, produknya lumayan lengkap, tapi waktu saya kesana lagi dipindahin dan tulisan petunjuknya ngga berguna banget soalnya barangnya dipindahin.. pelayanan kasirnya juga ramah",4 tahun lalu
Citra Lintang,5,Harga relatif lebih murah dibanding supermarket lainnya,4 tahun lalu
mei anggraini,5,"Seperti mirota kampus yang lain, tempat belanja yang cukup lengkap, murah dan pastinya nyaman. Selama pandemi ini, mirota memberlakukan protokol kesehatan sesuai dengan anjuran yang dikeluarkan oleh pemerintah. Recommended lah pokok nya mirota kampus.",Diedit 4 tahun lalu
rio purbo saputro,5,Rame dan lengkap,4 tahun lalu
Ruang Belanja Online,5,Suka bgt belanja disini .. lumayan lengkap pelayanan ramah. Harga juga bersahabat,4 tahun lalu
Monica Sebtaria Kembaren,4,"Ga terlalu lengkap :( ada barang yg tidak available di mirota palagan, tp di mirota lain ada..",Diedit 4 tahun lalu
Bella Fickylia,1,"Saya pelanggan mirota kampus, tp Bener bener ya tukang parkirnya yang cabang palagan bikin emosiiii!!!!!!!!!! Saya mondar mandir cri motor saya dmana. Tukang parkir cuman ngliatin nggak bantu cari! Padahal kan yang mindah motor tukang parkirnya! Setelah ketemu mtr sya. Bahkan kang parkirnya nggk bantu ngeluarinn. Syaa ngeluarin sendiri.. giliran saya pergi sampe depan dipanggil panggil sampe teriak teriakk ""MBAK MBAKKK... UANG PARKIRNYA, "" lngsung saya kasih uangnya. kang parkirnya ngomong lgi sambil nerima uang "" SAYA KIRA MAU NYOLONG MOTOR MB.  NYOLONONG AJA""  bener bener bikin badmood.. tolong dong sistem parkirnya kayak yang di simanjutak. :'(",4 tahun lalu
Sigi Taus,5,Bagus,4 tahun lalu
Nai_13,5,"Tempat belanja termurah & terlengkap..
Harganya sdh murah + banyak diskonnya..
Setiap kali belanja ke sini ajaa ",4 tahun lalu
Zuchdia Utami,5,Pelayanan baik walaupun produknya belum sekomplit mirota kampus simanjuntak. Jika antrian bawah ramai bisa langsung ke lantai 2 & tetap dilayani dengan baik. Sudah menerapkan protokol 3M. Semoga tetap menjalankan sistem buka tutup jumlah pengunjung karena sering kali diawal/akhir bulan pengunjung lumayan ramai. Sukses selalu.,4 tahun lalu
Ayah Arini,1,"Biasa blanja disini, kalo bayar cash biasanya kembalian rp25 aja mbaknya ngomong misal buat donasi ato ga ada uang receh & sy juga maklum. Tp kemarin kembalian rp 75, mas kasirnya diem aja seolah2 uang pas. Sy ga mempermasalahkan kembaliannya cuma caranya aja yg kurang pas. Maaf sebelumnya     sy turunkan jadi ",Diedit 4 tahun lalu
Caca Jojo,5,"Suka bgt belanja di sini lengkap dan murah. Oya sy mau tanya apa benar selama psbb belanja di sini tidak boleh membawa anak kecil masuk?!?
Terima kasih",4 tahun lalu
Anna Rosmalia,3,"Saya langganan dimirota udh 10th an. Baru kali ini kecewa banget sama pelayanan kasirnya.
Cemberut terus dan saya bilang ""terimakasih"" pun ttp didiamkan dan gak ramah sama sekali",4 tahun lalu
tresnani inna,5,Tempat nyaman untuk belanja,4 tahun lalu
Eko Purwanto,5,"Belanja super lengkap, pokoknya...",4 tahun lalu
Fajar Astanaprima,4,"Supermerket & tempat belanja di daerah sekitaran Jl. Palagan Tentara Pelajar. Harga bisa dikatakan lebih murah bila dibandingkan dengan supermarket besar lainnya. Untuk kebutuhan umum, sudah sangat lengkap. Tempat ini juga menerapkan protokol kesehatan dengan baik dengan menyediakan tempat cuci tangan, petugas untuk cek masker & thermo-gun. Staff-nya juga ramah. Hanya tempat parkir saja yang kurang memadai bagi kendaraan roda 4.",Diedit 4 tahun lalu
Tri Nurcahya,5,"Toko Swalayan yang lengkap, harga murah serta cukup banyak potongan harga, barang disusun rapi memudahkan pembeli serta stok barang yang bisa dikatakan selalu baru.",5 tahun lalu
Fatimatuzzahro Firli Al Qindy,5,"Buat yang mau belanja kebutuhan sehari-hari rekomen banget supermarket ini (buat yang tinggal di daerah Palagan). Pas banget buat yang lagi butuh belanja banyak (direkomendasiin belanjanya langsung banyak) karena harganya hampir mirip harga grosiran dan antrinya yang lumayan panjang.
Begini kondisi Mirota Kampus (13 Desember 2020) pukul 12.00 WIB disaat pandemi (lihat foto).
Di sini menyediakan berbagai macam kebutuhan, mulai dari jajanan ringan, bahan makanan, obat-obatan ringan, peralatan rumah ada di lantai 1, alat tulis, baju, dan makeup ada di lantai 2.
Parkir untuk motor Rp 1.000,- untuk parkir mobil sedikit susah kalau parkir di depan.
Protokol kesehatan di masa pandemi ini juga cukup bagus di depan sedia tempat cuci tangan dan cek temperatur sebelum masuk.",5 tahun lalu
Aldiyon Izqy Ibnu Makhdi,1,"Lengkap sih,,,tp Badmood gara2 yg parkir kasar beud,,,sabar Pak kl di tubruk2 in gtu mah rugi di motor  ...",5 tahun lalu
anangg awan,5,"Luas, nyaman, lengkap kasir juga banyak",5 tahun lalu
Salik Suluk,5,this has became the most famous place for shopping for everyone around the neighborhood,5 tahun lalu
Amira Azahra,1,"Pelayanan kurang memuaskan mau byr  aja antrian panjang dan hampir 1jm cm kebuang waktu di satu tempat PD hal kasir ny dlm 1shift kan byk knp TDK di buka smua biar antrian TDK terlalu lama,protokol kesehatan jd tdk ada Krn penumpukan antrian",5 tahun lalu
Roni OO,5,"Mirota Kampus Palagan
Mantep nih guyss..
Lengkap Banget
Disini menerapkan
Jaga Jarak Aman
Menggunakan Masker
Cuci Tangan Terlebih Dulu
Disediakan 3 tempat cuci tangan, & dioperasikan dengan tuas kaki
Cek Suhu

Buat kamu yang cari Keperluan rumah tangga lengkap hingga perabotan .

Kelebihannya guys :
Harga Murah bangettt
Lengkap Banget
Karyawan Ramah
Ada kartu member
Bisa tunai /non tunai
Banyak Diskonya

Recomended deh..


Stay Safe  & Stay Healthy
Dimasa Pandemi
Jangan lupa
Pakai Masker
Jaga Jarak Aman
Cuci Tangan
Bawa Hand Sanitizer",Diedit 5 tahun lalu
Junita K,5,Mini market hampir seperti toserba. Banyak potongan harga juga.,Diedit 5 tahun lalu
Tri Endar Diantoro,1,Kecewa...kemarin saya belanja jam 4 sore tapi pelayanan mbak yg pakai baju kuning buruk bgt.jutek.kecewa bgt saya..Mau saya liat id card terbalik jd gk tau namanya.kadang di tmpt penitipan tas kadang di dlm deket kue.padahal dia kan jualan pelayanan(service),5 tahun lalu
Rahardian Dwi Cahyo,4,Emang cocok buat belanja2 komplit dan murah,5 tahun lalu
alenia butik,1,"Saya pelanggan lama mirota kampus. Baru kali ini saya menghadapi kebijakan yang aneh. Tas isi dompet, Hp, hand sanitizer dan catetan belanja bulanan ngg boleh dibawa masuk sama satpam. Repot amat ya sekarang belanja di Mirota Palagan? Bukannya memberi kenyamanan konsumen malah mempersulit konsumen. Apakah mmg begitu kebijakan Mirota yang baru atau satpamnya yang berlebihan karena baru hari ini tanggal 28 okt 2020 jam 15.30 WIB saya alami. Sebelumnya tidak pernah terjadi dan nyaman2 saja belanja di Mirota Palagan. Mohon tanggapan Manajemen Mirota Palagan.",5 tahun lalu
Nik Istiningsih,4,"Parkirnya mobil jauh  dan konblok di halaman  Mirota TDK rata, keranjang dorongnya suka  seret dan jungkel.",Diedit 5 tahun lalu
Indah Fitriyany,4,"Sesuai protokol kesehatan, cuma kurang lengkap aja",5 tahun lalu
Om Why,5,area belakang tempat penerimaan barang dan parkir belakang,5 tahun lalu
Aka Al,5,"Lengkap,murah,selalu banyak promo jumat,sabtu,minggu,,,
Pelyananya rmah2,,menerapkan prtokol ksehtan,,,aman jadinya,,,",5 tahun lalu
Ruly Sihaloho,1,Di harganya dibuat 6000. Tapi pas di beli jadi 20k.  apa ini,5 tahun lalu
Mochammad Hafid Darmawan Ansjari,5,Nais ples for shoppings,5 tahun lalu
Dyah Ayu D S,1,Kasirnya kurang sett sett setttt ,5 tahun lalu
M Rizky Novrian W,5,"Tempat buat membeli berbagai macam kebutuhan sehari-hari. Cukup lengkap mulai dari sabun, bumbu dapur, buah, sayur, makanan, minuman, sampai alat tulis. Suasana di dalamnya pun bikin nyaman, adem. Tapi, untuk alat tulis, kurang begitu lengkap. Selebihnya lebih dari cukup",5 tahun lalu
DSCE Channel,5,"Mirota Kampus Palagan menyediakan berbagai kebutuhan rumah tangga, mulai dari balita, anak, remaja, dewasa, dan lansia.
Seperti makanan pokok, snack atau camilan-camilan, peralatan kebersihan, pakaian, dan lain-lain.

Untuk periode tertentu Mirota Kampus Palagan yang merupakan salah satu cabang dari Mirota Kampus ini melakukan pengundian kupon belanja dengan hadiah utama yaitu Rumah lho..

Silakan nikmati berbelanja aman, nyaman, dan bisa dapat rumah.. ",5 tahun lalu
Erick ferby,4,Tempatnya nyaman dan murah,5 tahun lalu
ariyanto saputro,1,"Pelayanan kasir jam 2 sore ini tidak memuaskan, berani bentak konsumen... Harap jadi perhatian manajemen",5 tahun lalu
Astriyani,4,"Sering belanja disini, lumayan lengkap, lantai 1 ada buah, sayuran, dan bahan-bahan pokok lainnya, kalau lantai 2 ada baju, make up, accesories, dan alat tulis, Jumat sabtu minggu banyak diskonnya..",5 tahun lalu
Arista Nurwidya,4,"Tempat andalan kalo mau nyari kebutuhan, makanan ataupun alat tulis. Pelayanan ramah.",5 tahun lalu
Imam Hidayat,4,It offers complete groceries and great service. Debit/credit card is also accepted.,5 tahun lalu
ANAM AK,5,".
Tempat belanja kebutuhan bulanan yang murah se-Jogja.
Masa pandemi virus corona covid-19, pengunjung dibatasi.
Jangan lupa sebelum masuk, diwajibkan cuci tangan dan dicek kesehatan.
Selain itu, jam operasional mulai 10 pagi hingga 8 malam.",5 tahun lalu
Nita Anida,1,"satpamnya membuat saya sangat tidak nyaman untuk berbelanja, saya niat mau belanja bukan untuk mencuri jadi tolong jangan mengikuti dan mengawasi terlalu berlebihan, kan sudah ada cctv",5 tahun lalu
Bunga Durian,4,Tempat belanja lengkap,5 tahun lalu
Rosema Yen,3,"Tempatnya jika dibandingan dg mirota lainnya, kurang rapi.",5 tahun lalu
Yunita Kurnia Wati,5,Tempat belanja bulanan mingguan harian yang sangat recommended. Harga murah banyak diskon dan lengkap banget.,Diedit 5 tahun lalu
Widi Artanto,5,Lengkap dan ramah.,5 tahun lalu
lucia ratih kumalasari,2,"Selasa Siang 17 maret 20 saya belanja di mirota jl palagan  ..smp di cashier sy minta tolong cek saldo flazz bca sy dan telah muncul saldo di mesin flazz setelah menghitung belanjaan , sy serahkan kartu flazz dan dilakukan transaksi di edc BCA ..sepertinya kasir ini baru karena pertama saat sy minta tolong cek saldo dia nanya ke kasir sebelah , saat melakukan transaksi ke edc BCA pun dia masih nanya ke kasir sebelah dan harus meninggalkan meja kasir, alhasil memakan waktu dan antrian kasir bertambah, tyta di kasir sebelah pun transaksi tidak bisa , 2 kasir itu bilang kalau chip saya rusak...heloooo pake logika saja ..sblm transaksi di awal kan sudah bisa untuk cek saldo..jika chip flazz sy rusak pastinya diawal juga tidak muncul saldo...ya sdh lah karena sy  kasian dengan customer lain masih mengantri , saya putuskan untuk ganti kartu debit CIMB Niaga ...dan itu pun gagal 2 kali transaksi ..sampai harus 2 kasir yg melayani ...dan akhirnya saya harus lari ke samping parkiran untuk ambil uang tunai di atm.Setelah saya selesai membayar tunai .baru ada kary lain kemungkinan itu Supervisor yang mendekat ke kasir ..katanya akan disampaikan ke pihak bank tentang tidak bisa nya pemakaian kedua edc...hahaha telat batin saya...sudah lari ke atm , antrian pun harus di alihkan... Bukankah sekarang sedang dianjurkan untuk cashless ????Ada 2 point yang harus diperhatikan oleh management :
1. Cashier yang baru maupun lama harus diberi training untuk penggunaan maupun cara mengatasi jika trouble mesin edc dan cara pemakaian e money , panggil saja team bank untuk bisa memberi training..pasti dengan senang hati pihak bank akan datang
2. Minta ke Bank untuk lebih sering melakukan maitanance mesin edc",5 tahun lalu
Ahmadi N,5,"Tempat belanja favorite neh,,selalu ramai seperti cabang-cabang Mirota lainnya..Pelayanan kurang ramah,,SIM",5 tahun lalu
Mada Krisna,5,"Good place, good prices but dificult parking for cars.",5 tahun lalu
E Mega,4,Msh lbh lengkap yg di simanjuntak,5 tahun lalu
Aprillia Foto,5,Rame sekali,5 tahun lalu
Afrillia Famita R,5,"Mirota kampus palagan,  toko terlengkap untuk mencari berbagai jenis kebutuhan rumah tangga,  didepan terdapat reparasi jam disini juga menjual roti ulang tahun.  Lantai 1 kebutuhan rumah tangga, lantai 2 baju, mainan anak,  kosmetik,  perlengkapan sekolah",Diedit 5 tahun lalu
Nieken Adjie,5,"Lengkap, murah, dan gsk se crowded yg di terban.",5 tahun lalu
Yoga Pratama,5,"Murah, banyak promo",5 tahun lalu
Nuraini Yuniawati,4,"Tempat belanja yg strategis di jl palagan tentara pelajar, aneka belanjaan dapat qta dapatkan dari kebutuhan dapur, sayuran hijau dan juga kebutuhan sehari-hari, pokoknya lengkap dengan harga murah, tempat ini selalu ramai dengan pengunjung apalagi tg muda,
Tempat lumayan bersih dan luas, aneka kebutuhan bisa di dapat dengan cepat dan mudah ,",5 tahun lalu
Henry Zheng,4,"Kecil tapi padat, walaupun tidak terlalu besar, tetapi isinya cukup bervariasi dan komplit di mirota kampus ini.
Parkiran agak semerawut
Kadang ngantri di kasir, mungkin perlu tambah lagi. Minat masyarakat di daerah sini cukup besar untuk berbelanja disini.
Pelayanannya oke",5 tahun lalu
Dedi Ariwibowo,5,Seperti halnya supermarket lainnya. Cukup lengkap.,6 tahun lalu
Tri Wijayanti Kusuma Dewi,3,Lebih lengkap mirota kampus jakal atau monjali,6 tahun lalu
