nama_penulis,rating,teks_ulasan,waktu
Ledi Azura,4,"Aku hanya review section sandang pangan produk rumah tangga keseharian, soalnya aku dan adekku belanja di lantai satu

Nilai plusnya:
+ Menurutku, swalayan Mirota termasuk lengkap, terutama bahan baku makanan dan kebutuhan sehari hari
+ Tempatnya bersih
+ Seingatku, waktu belanja di Mirota ini, ada mesin berbayar self service, masih dibantu sama mbak mbak karyawan atau diawasi mbak dan bapak satpam sih, tapi worth it buat orang orang sibuk dan gk bisa antri lama lama, tapi entah masih ada atau gk, soalnya waktu bulan Januari masih ada dan di deket pintu masuk
+ Banyak promo dan diskon
+ Buat vegan, tempat ini cocok buat kalian, sayur sayuran dan buah buahan selalu seger dan disupply baru
+ Ada aneka sosis, nugget dan makanan bahan dimsum frozen
+ Buat foodies dan dessert atau cake lovers, tempat ini cocok buat kalian nyari dan beli roti rotian dan desert murah dan enak

Nilai minusnya:
- Parkiran terbatas
- Jalan di tiap section di lantai 1 benar benar terbatas, jujur, saking terbatasnya, aku harus ngalah ngasih jalan buat orang lain atau karyawan waktu nyetok atau menata bahan bahan supply
- Menurutku, disarankan bawa tas belanjaan sendiri, soalnya waktu adekku bayar di mesin self service garagara keburu waktu dan antrian benar benar hectic, ada tulisan bayar buat plastik belanjaan di mesinnya, harganya 1,000 Rupiah per plastik, seingatku, entah mesinnya masih ada kah?
- Tukang parkirnya klemar klemer, apa sih bahasa bakunya?Kayak malas bantuin customer parkir motor, aku bilang gini ngalamin sendiri, jadi tukang parkirnya ini nyuruh aku parkir di jalur jalan, aku auto disalahin sama customer lain Malas bantuin dan aku nyari tempat dan markir sendiri, tanpa ada bantuan dari mas dan bapak parkirnya, benar benar dibiarin setingkahku buat markirin motor, bayar 2,000 tapi self parking Salah apa aku ini?
- Satpamnya curigaan Kita bukan maling, tapi diawasi segitunya, jadi kita disuruh menunggu karyawan khusus buat memandu customer pakai mesin bayar self service ini, mbak nya lama dan kita menunggu 15 menitan, tapi Satpamnya kayak curiga hanya ke kita, aslinya masih ada 2 customer lain di antri mesin ini sesudah kita, tapi Satpamnya biasa ke 2 customer lain ini Apa garagara aku gk berhijab dan chindo? Semoga mereka bukan rasis yaa

Pokoknya buat kalian kesabarannya setipis tisu, aku saranin jangan belanja di hari libur, tanggal gajian atau tanggal mudanya mahasiswa, soalnya pasti rame dan sumpek, terutama di siang hari

Hope my review helped everyone",setahun lalu
Wahyu Wulan,5,Tempat belanja favorit. Semoga dapat rumah wkwk,setahun lalu
Vika Fajriatun,5,"Andalan anak kos krn murah dan banyak promo. Daaan parkir mobil cuma serebu doang, diaba abain sama tukang parkirnya dengan sabar, diseberangkan. Best. Naikin gaji bapak parkir dong",Diedit setahun lalu
Sri Ponirah,5,Sangat lengkap dan lebih murah dibandingkan dengan Toko2 yang lain,Diedit setahun lalu
Anisa,5,Tempat belanja paling lengkap dan murah,setahun lalu
Teguh Suryadi,3,"Lengkap.
Dan pegawainya juga ramah dan responsif.
Beberapa kali ke sini untuk cari berbagai keperluan.
Namun seperti yg dialami yg lain, tukang parkir yg tua mending dipensiunkan saja, sudah minta 2rb padahal tertulis 1rb untuk motor. Itu pula ga mau bantu buka jalan untuk keluar.
Sudah tua koq malah ngajari malas.",setahun lalu
Fara Asifa Rizqi,5,lengkap,setahun lalu
arita lathifah,4,Antriannya lumayan panjang menurutku,setahun lalu
Gigih W Wibowo,4,Salesnya kebanyakan bikin susah jalan,setahun lalu
Titaa Hadid,4,"Dibabarsari masih diperbaiki, jadi kesini dulu, lengkap tapi kurang lebar dilantai 1 nya",setahun lalu
ang st,4,"Sempit, antri lamaaa",setahun lalu
8 Eightball,1,"Kasih tau kalau nggak minta pecat aja tuh tukang parkir yang jaga hari ini (4-Juli-2024) sekitar jam 10an, udah muak sama si kakek yang jaga bagian bayar, udah sering banget parkir ditarifin 2000, pokonya tiap yang jaga si kakek gak pernah kembaliannya sesuai, pasti selalu 2000, gue dah muak udah 5 tahun gue sering belanja disini, banyak keluhan terkait tarif parkir di ulasan maps yang laporpun tetep aja gak ada tindak lanjutnya udah, bukan masalah nominalnya tapi ini dah kakek-kakek gini amat, padahal tarif aslinya 1000, UDAH DAPET BERAPA DUIT TUH SI KAKEK, HASIL DARI KEK GITUAN, MINTA TOLONG SAMAPAIKAN YAH PIHAK MIROTA KE SI KAKEK ""INGAT UMUR""",setahun lalu
Shelly Pinkan,4,harga yang ditempel (lemon) dan distruk ko berbeda ya? ini salah input ato gimana????,setahun lalu
02_ Alexandra Laruna Mahaliyani Kusumawardani,5,Temapatnya bersih nyaman lengkap serta paling murah,setahun lalu
Zara,5,"Mahasiswa jogja mana yg gatauu mirota kampus, kalo mo beli apa2 dan murah dah ke sini ajaa, cuma ya harus kuat antri wkwkwk",setahun lalu
Nidya Afriana,5,Selalu belanja di sini karena murah dan lengkap,setahun lalu
Ray March Syahadat,3,"Although it is cheap, I avoid this place. The place is very small, there are many visitors, jostling not only with other visitors but also with the officers who are loading and unloading the product shelves. I feel uncomfortable. The cashier queue can be up to 30 to 45 minutes. I think there is something wrong with the operational management.",Diedit setahun lalu
Sufi Azzahra,2,"Beli lampu tidur, sama kasirnya gak dicobain dulu. Sampe rumah ternyata gamau nyala mana mbak kasirny jutek!!!!",setahun lalu
Nur Arifin,1,Tukang parkirnya ngeselin deh.. bicaranya sopan dikit dong..,setahun lalu
Ika Prastikarisma,1,"Sampe sana parkir sendiri ga ada yg bantuin, pas pulang helm di ambil tukang parkir. Waktu ditanya dia bilang ""saya yang ngambil"" (sambil nunjuk dadanya dg sombongnya).. katanya biar saya yg nyari/nemuin dia cuma mau bilangin jangan d kunci stang. Udah nadanya keras, ga minta maaf. Kalo mau bilangin jangan kunci stang harusnya dari awal dong. Bukan ngambil helm konsumen biar d cari.. GAK GITU CARANYA",setahun lalu
Yudhi Hendro,4,"Supermarket yg strategis karena di tengah kota Jogja dan dekat kampus UGM .

Ke sini untuk belanja snack buat oleh-oleh pulang ke Pontianak. Beli bakpia kering, krasikan, madu mongso juga kopi bubuk.

Saat akan bayar, ada dua jenis kasir yang melayani pembayaran tunai dan non tunai.  Antrian masing-masing dipisah.",setahun lalu
Anywhere,1,"Satpam yg cewe rambut pendek kurang ramah
Ditanya baik2 jawabnya ketus",setahun lalu
Ossom Iki,5,Banyak promo,Diedit setahun lalu
Atikah Syafiah,5,"paling lengkap di mirota sini sih timbang mirota lainnya. peralatan dapur dan barang pecah belah beda gedung, agak jalan ke selatan dikit dari mirota",Diedit setahun lalu
Auliya Fauzanti Adzima,5,"Efektif
Efisien
Ekonomis
Keperluan rumahtangga, sekolah dan anak kos ada...",setahun lalu
Wahyu CahyaningTyas,5,"Lengkap, banyak promo juga",setahun lalu
EL LAZZARO,4,Supermarket yang legend sejak duluuu. Harga murah dan sangat lengkapp.,Diedit setahun lalu
Agustin Widiyaningsih,5,Supermaket rujukan para mahasiswa,Diedit setahun lalu
Adiprasetya Widyatama,5,Pusat beli perlengkapan sehari hari,Diedit setahun lalu
Bagus Sasmita,4,Kebutuhan rumah tangga dan anak kampus,Diedit setahun lalu
Lathifa Rahma,4,Lengkap dan murah. Tapi cenderung semoit sehingga sumpek dan engap. Antre kasir lumayan panjang tapi untungnya ada banyak kasir nya,setahun lalu
Tyan toro,5,Nyaman pelahanannya,Diedit setahun lalu
Enggal Prasetyo,4,Tempat belanja lengkap ditengah kota.,Diedit setahun lalu
Isnaeni Desanti,1,"aturan gabole bawa ransel ke dalem GA EFEKTIF, niat nya buat bawa barang belanjaan malah suruh titip alhasil waktu habis bayar harus bolak-balik ke penitipan kasian yg belakang jadi antri nya lama.",Diedit setahun lalu
Muhammad Kennyzyra,5,"Barangnya relatif terjangkau, parkir murah",setahun lalu
Epifani D Setyowati,5,"Selalu suka kesini karena beli pukis dan bikangnya yang legend sejak dulu, rasanya ga berubah dan malah variannya tambah banyak",setahun lalu
dima ririz,5,"Uda langganan belanja disini sejak masih SD sampe sekarang uda punya anak SD  Harga bersaing, tempat nyaman, kasirnya pun banyak",setahun lalu
Ridhia Amalia Yuza Nasution,5,"one of my favorite places to shopping
you can get anything you want, there.
and the price kinda cheap hehe",setahun lalu
Nazalia Rosadanti Hanan 'Adila,5,Langganan beli kebutuhan bulanan,setahun lalu
Caecilia Maryani,5,Rame dan lengkap,setahun lalu
Mas Paijo 474,1,Kenapa ya pelayanan mirota kampus UGM menurun... terutama dibagian obat sore ini dan kasir anda gak bisa bantu gak papa tapi memberikan informasi ke kasir mana kami harus bayar atau ke mana dibuat cepat bukan dihambat... akhirnya mending beli di luar tapi pelayanan baik... menegemen Mirota tolong ditelankan lagi Atitude sopan santung karyawan anda kalau lama kelamaan kaya gini andamenjual pelayana. Bukan hanya jasa aja ... pelayanan no 1 jadi ya mohon anda mendidik atitude karyawan dg baik kalau endak pasti akan merugikan mirota sendiri .... kapok mau kesana lagi ...,setahun lalu
Aditya Nawanto,1,Karyawan sekelas mirota kampus yg di deket UGM harus nya pendidikan atitude diutamakan karena berhubungan dengan pelayanan sore ini saya juga mendapakan pelayanan yang tidak mengenakan kasir none tunai baris kedua deket tiang pakai hijab mbak mbak nya gak ngelihatin ID cardnya dan berhijab ... Tolong saya antri di depan ibu ibu maaf warga keturunan saya orang jawa dan saya didepan mereka kenapa kalian gak mau melayani saya terlebih dahulu dan meminta ibu yg dibelkanag anda layani dg bahasa silahakn di depan mbak didepan itu antrian yg antrian lain bukan deretan saya kenapa anda membeda bedakan suku atau ras yaa TOLONG MENEGEMEN MIROTA TOLONG INI DI KOREKSI KARYAWAN ANDA YANG TIDAK MEMEILIKI ATITUDE .. SAYA TADI mau merekam tapi karena saya gak mau ribut akhirnya saya kaish masukan lewat google ini ... Hativhati dg oknum karyawan yg atutudenya kaya gini merusak citra mirota aja kamu itu berhijab tapi kok mengutamakan orang cina dulu aneh kaya gini masih ada kelakuan karyawan kaya gini .... kapok belanja di mirota UGM ...,setahun lalu
Mas Ganteng,1,Atituted kasir dan pelayanan kasir non tunai mohon diajarin lagi dan anda melayani dengan  antrean bukan dilihat dari orang jawa atau cina... mohon kasir hari ini jam 16.00 non tunai baris ke 2 mohon didik atitude anda oranv jawa juga kan!!!! Memalukan sealayan. Sebesar itu kok atitude kar yawan bisa gak dijaga hati hati belanja di mirota hari ginj masih bedabedakan orang aneh  karyawan ini...,setahun lalu
PRISKILLA,5,Wargi solf tahan lama ,setahun lalu
calv,5,This place is always full of people because we can get really cheap price compared to any supermarket in jogja. There's 3 floors.,setahun lalu
Alvian Nur Hidayat,5,"It is convenient and easily accessed in the city. However, I bit upset about the parking lot fee, which written as 1k rupiah for motorcycle but they took 2k",setahun lalu
Hendrik Saja,5,Yang baru gajian trus mau belanja wajib datang ke sini paket komplit swmua ada dan harga sangat recomended,Diedit setahun lalu
Daniel Nandika,1,"slow service, no signal when inside",setahun lalu
Visensia Sekar Dyah Pitaloka,5,"Lumayan lengkap. Saran klo mau belanja bulanan kesini pagi aja, biar ga antri dan masih senggang.",setahun lalu
Muhammad Satrio Anggoro,5,well rame tenan,setahun lalu
Farida Ayu,5,"siapa sih orang jogja yang gatau manna kampus/mirota kampus???
selengkapp ituuuuu, segala buah, sayur, peralatan sehari"", elektronik, atk, skincare bahkan baju"" juga ada disitu
palu gada betul (apa lu butuh gua ada) ahahhaah
tpi emng rame poll, jdi harus sabar antrian kasirnya
tpi kalo emng lantai 1 antri panjang bisa ke lantai 2 atau 3 antrian kasirnya
kasirnya ada banyak, jadi ga begitu lama juga
HARGANYA MURAH BGTTTT?!?!?!?!
kek banyak diskon dan serba murahhhhhh",setahun lalu
Karina Agustinas,5,Masih komplit dan betah pol belanja di sini sejak kuliah,setahun lalu
Christoffel Madha,5,Murah,setahun lalu
Rizky H,4,"Belanja kebutuhan bulanan jogja recommended yang lengkap dan harga afforable, hanya antriannya sering panjang.",setahun lalu
NoWhYjh,5,lengkap dan terjangkau,setahun lalu
H K,3,Makanan ringan ada sebagian yg agak mahal bagi sy.,setahun lalu
sintiya armelia,5,Belanja murah ke Mirota aja,setahun lalu
desta karin,2,"Keluhan tentang parkir, didepan saya ada motor bayar parkir 1000, ketika saya bayar pakai uang 10.000 dikembalikan 8.000 jadi yg parkirnya 2000 atau 1000 sebenarnya??",Diedit setahun lalu
a budi,5,"Sejak saya kuliah tahun 2000an, ternyata masih ramai sampai tutup.

Dengan koleksi stationery yang lengkap di lantai 3  dan supermarket di lantai dasar, anda bisa puas mencari aneka jenis makanan.",setahun lalu
RIZKI SEPTIANI,1,"Parkir disana tukang parkir tidak kasih karcis , udah gitu bayarnya 2ribu !!
Ini bukan masalah nominal tapi masalah kepercayaan udah di nodai dengan korupsi oleh tukang parkir mirota daerah ugm sendiri.  Bayangin aja 2ribu 1 motor kalikan 100 motor 1 hari misalkan nah lo itung sendiri dah berapa duit dia korupsi per hari nya Jujur si amat sangat kecewa!! Dg kelakuan tukang parkir mirota ugm.. Tolong kepada pihak manajemen mirota di kontrol  cek lagi bagian parkir. & gue baru di mirota tgl 22 Mei 2024 siang bolong.",setahun lalu
Detta Melanie,4,"Ternyata setelah baca ulasan, banyak yang mengeluhkan soal biaya parkir. Dan sama banget, kalo tertera 1000 ya harusnya 1000. Dikasih 2000 ga balik, dikasih 1000 muka yang jaga bete :)

Bukan semata-mata karena duit 1000, tapi kan peraturan itu bukan pelanggan yang bikin tapi pengelolanya sendiri. Kenapa ga pake karcis kayak yang di Babarsari? Udah jelas pake sistem, bayar sendiri di kasir.

Itu aja sih yang perlu diperbaiki, biasanya juga seneng belanja di Mirota. Makasih.",setahun lalu
Cindy Syaila,5,"Barang lengkap, mulai dari kebutuhan pokok, makanan ringan, perabotan, pakaian, dll. Harga barang cukup terjangkau. Tempatnya luas, bersih. Kalau belanja pas tanggal muda, rame banget.",setahun lalu
Luthfia Azzahra,5,murah murah tapi antri puanjang always,Diedit setahun lalu
suprono wahyujatmiko,5,Lengkap dan Murah,setahun lalu
ria hapsarie,1,"Teruntuk management parkiran Ester Manna kampus,tolong pegawainya ditertibkan,sdh tertera bayar parkir 1000,tetapi byk yg dipungut tdk sesuai(uang kembalian tdk diberikan)",setahun lalu
Ribka H,5,Tempat belanja andalan mahasiswa karena murah dan cukup komplit cuma ya harus tahan sama antriannya xixi. Sukses terus mirota yang lagunya terngiang-ngiang terus di otakku,setahun lalu
Annisa Fricylia Saputrie,5,Great price,setahun lalu
manggurrr,5,lengkap!,setahun lalu
danardono harimurti,4,"tempat belanja lengkap sih menurut saya.
cocok buat belanja bulanan.
yg perlu diperhatikan : biaya parkir motor di sini 2rb, parkiran mobil terbatas, naik ada eskalator tapi turun jalan kaki.",setahun lalu
Wahid Ansor Aditya,5,Ramai sekali karena berada di tempat strategis.,setahun lalu
D N S,5,"Selalu suka dengan mirota karena dingin, hanya memang disini agak sempit.
Tp emmang parkirnya agak kurang nyaman",setahun lalu
Maysarah Aryati,5,"Belanja terlengkap, everything in one place. Sayur buah ada, mau outfit ada, name what ever you want ada di sini.",setahun lalu
Imam Ma'ruf Fuady,5,"Langganan belanja bulanan keluarga kecil saya, harga bersaing, tempat nyaman dan strategis",setahun lalu
Faried Kusmayadi,5,Tempat belanja yang lengkap,setahun lalu
Sri Wahyuni,5,Langganan puluhan tahun,setahun lalu
k2 jogjakarta,5,"Pelayaran ramah,barang lengkap,harga bersahabat,parkir luas.",setahun lalu
Marcellina Indah,1,"Yang bikin males kesini cuma parkir sih
Udah tertera tulisan ""parkir seribu""
Tapi pas uangnya lebih ngga dikasih kembalian.
Kemarin banget ini aku kasih 2rb, aku ngomong, ""kembali seribu ya pak"", tapi bapak parkirnya malah sengaja langsung balik badan

Ini bukan masalah ikhlas ngga ikhlas, yang jadi masalah tuh udah tertulis seribu, tapi pas lebih ngga ngasih kembalian, siapa yang ngga kesel?

Hati"" ngga berkah
Lancar terus deh, Tuhan lebih tau",setahun lalu
Titis Widhi Astu,5,Belanja lengkap dan murah..,setahun lalu
Momo,1,"They have almost eveything needed for your daily necesities here

Edit review (2024): semua manna kampus masuk ke daftar blacklist saya. Overcrowded, lahan parkir roda 4 yg sempit & terbatas, sudah tidak terhitung lagi saya membatalkan niat untuk belanja di sini gara2 parkir terbatas. Pilih barangnya cepet, tapi bisa berjam2 di kasir & nunggu parkir kosong.",Diedit setahun lalu
Beruntung Harus,3,"Harusnya tidak diperbolehkan membawa barang barang bawaan ketika masuk!
Wajib dititipkan pnjaga",Diedit setahun lalu
Naili Tri,5,"Supermarket lengkap, harga bersahabat, selalu belanja disini kalo di jogja",setahun lalu
Sisca Premono,5,Palugada pokoknya. Komplit,setahun lalu
B. Sri Widodo,5,Murah meriah lengkap kalo tanggal muda full penuh antriannya panjang,Diedit setahun lalu
asia rahma,4,"Tempat belanja dri jaman msh sklh ,krn dlu sempat PKL di Kosudgama. Klo plg PKL sering mmpr dlu ke Mirota jalan kaki. T4nya gak berubah samasekali. Cmn kalau sekarang brg2nya agak semrawut & krg lengkap.",setahun lalu
Ika Aris,5,"T4 belanja kesukaan q dari jaman dulu..hari ini entah knp tiba2 aq pingsan di kasir, petugas nya baik dan gercep, aq ditandu dipindah ke pos.. pak satpamnya baik.. terimakasih banyak petugas dan satpam Mirota..maaf sdh merepotkan kalian",setahun lalu
Aryan Indranu,5,Salah satu supermarket paling ramai dan murah yang ada di Jogja. Lengkap dengan harga merakyat. Parkir disini sangat murah. Mobil hanya 2rb dan motor 1rb.,Diedit setahun lalu
Cahyanta Hardi,5,Harganya memang bersaing,Diedit setahun lalu
Mahani Hani,5,Murah & lengkap tapi jangan datanh di hari jumat antrinya masyaallah panjang banget wkwkwk gara ada diskon mingguan mending datangnya di hari biasa & jangan malam hari juga biar gak terlalu antri,setahun lalu
rina anggiasari,5,Masih ramai dan lengkap seperti dulu,setahun lalu
Yusup Ryanto,4,Pusat perbelanjaan kebutuhan pokoke di lingkungan Kampus...,setahun lalu
Adhyatmika,5,"lama ga ke sini karena rame. tapi memang harganya bisa murah2. biasanya menghindari belanja pas peak season seperti menjelang lebaran.

*) review adalah pendapat saya pribadi, dan bisa jadi sangat tergantung pada momen saat saya datang (belum tentu berlaku tiap hari). Kebanyakan pengalaman saya juga didasari kondisi pada saat kunjungan bersama keluarga kecil dengan membawa anak kecil, sehingga bisa jadi nyaman atau tidak nyamannya subjektif sebagai orang tua yang membawa anak2 kecil.",Diedit setahun lalu
